entropy_run,num_visited_locations,rho_h1_run,tar_h1_run,bsr_h1_run,rho_h2_run,tar_h2_run,bsr_h2_run,rho_h3_run,tar_h3_run,bsr_h3_run,window_start,window_end,window_index,seed,condition
0.8483041675776734,15.0,0.5301095795038561,0.5902975563861188,0.5902975563861188,0.556383138602459,0.6275793211724813,0.6275793211724813,0.04223258177212376,0.042257717226833316,0.042257717226833316,1,50,0,5,C1
0.8465135824273171,15.0,-0.39890095072586407,-0.4223412218528043,0.4223412218528043,0.33395233727101425,0.3472701315081455,0.3472701315081455,0.35096322098156074,0.3665418643245599,0.3665418643245599,51,100,1,5,C1
0.8140945375333967,15.0,-0.10256784899270367,-0.1029298133612871,0.1029298133612871,0.4104114807529322,0.436105951269208,0.436105951269208,0.16285351409708518,0.16431656058920335,0.16431656058920335,101,150,2,5,C1
0.7720345345418044,15.0,0.4780185123344769,0.5204127518391826,0.5204127518391826,0.8115519559592155,1.131558425320013,1.131558425320013,0.6855594721243198,0.8395289304531246,0.8395289304531246,1,50,0,5,C6m
0.8819686828908072,15.0,0.45640152760371944,0.4927565465396389,0.4927565465396389,0.8382564790017568,1.215280479346201,1.215280479346201,0.5900259039026481,0.6777058046961016,0.6777058046961016,51,100,1,5,C6m
0.8928991400492896,15.0,0.528112306362229,0.5875237229439088,0.5875237229439088,0.7773668295364166,1.038681398637995,1.038681398637995,0.6667455761380523,0.8048610067174556,0.8048610067174556,101,150,2,5,C6m
0.8510736967195235,15.0,0.4715702422714533,0.5120877069751834,0.5120877069751834,0.7867267753328496,1.0627832595648798,1.0627832595648798,0.6444186119293316,0.765694005284762,0.765694005284762,1,50,0,5,C4
0.8118900014702914,14.0,0.24673465755126428,0.2519327961287685,0.2519327961287685,0.7138510196600406,0.8949927951111489,0.8949927951111489,0.585489506416922,0.670775092494222,0.670775092494222,51,100,1,5,C4
0.7872039128196233,14.0,0.7883343031688851,1.0670158901976095,1.0670158901976095,0.6595766883899815,0.792063982245885,0.792063982245885,0.45855958038906963,0.4954858034802944,0.4954858034802944,101,150,2,5,C4
0.9475338173500609,15.0,0.45816513441053164,0.4949864440426806,0.4949864440426806,0.5505849603654297,0.6192203536397665,0.6192203536397665,,,,1,50,0,6,C1
0.8433252658791988,15.0,0.3114960135973513,0.32220132579663646,0.32220132579663646,0.39746702956458424,0.4206371128643096,0.4206371128643096,,,,51,100,1,6,C1
0.9295076281280567,15.0,0.5046386948605563,0.5555103364072441,0.5555103364072441,0.6601027298193192,0.7929956697208751,0.7929956697208751,,,,101,150,2,6,C1
0.8920449957177599,15.0,0.8712201865935372,1.3381209650411812,1.3381209650411812,0.8242457869731644,1.1699177055397343,1.1699177055397343,0.3518298760982305,0.36753060930812687,0.36753060930812687,1,50,0,6,C6m
0.9094460660054922,15.0,0.7064430365456923,0.8800473418748942,0.8800473418748942,0.694557748858418,0.8567081702662557,0.8567081702662557,0.35558532336163956,0.37182309314638035,0.37182309314638035,51,100,1,6,C6m
