label,repeat,method,split_seed,positive_count,unlabeled_count,train_positive,train_reliable_negative,train_unlabeled,eval_positive,eval_reliable_negative,roc_auc,average_precision,eval_positive_mean_score,unlabeled_mean_score,unlabeled_above_rn95_rate,propensity_floor,propensity_min,propensity_median,propensity_max,positive_weight_ess
Round Arch Window,14,Ignore,20276546,9,27,7,42,21,2,23,0.4782608695652174,0.10795454545454546,0.44942548871040344,0.452810138463974,0.047619047619047616,nan,nan,nan,nan,nan
Round Arch Window,14,nnPU(pi=0.10),20276546,9,27,7,42,21,2,23,0.34782608695652173,0.0900735294117647,0.6261297464370728,0.17841097712516785,0.0,nan,nan,nan,nan,nan
Round Arch Window,14,nnPU(pi=0.25),20276546,9,27,7,42,21,2,23,0.41304347826086957,0.09821428571428571,0.8625503778457642,0.4384520947933197,0.047619047619047616,nan,nan,nan,nan,nan
Round Arch Window,14,nnPU(pi=0.50),20276546,9,27,7,42,21,2,23,0.5217391304347826,0.11858974358974358,0.9597551226615906,0.8410096764564514,0.0,nan,nan,nan,nan,nan
Round Arch Window,14,"SA-nnPU(pi=0.25,e>=0.10)",20276546,9,27,7,42,21,2,23,0.41304347826086957,0.09821428571428571,0.8622496128082275,0.43061691522598267,0.047619047619047616,0.1,0.4568142352679413,0.7618201027897982,0.9203174954973231,6.533951282501221
Round Arch Window,14,"SA-nnPU(pi=0.25,e>=0.20)",20276546,9,27,7,42,21,2,23,0.41304347826086957,0.09821428571428571,0.8622496128082275,0.43061691522598267,0.047619047619047616,0.2,0.4568142352679413,0.7618201027897982,0.9203174954973231,6.533951282501221
Round Arch Window,15,PN,20277555,9,27,7,42,21,2,30,0.65,0.15263157894736842,0.4699524939060211,0.38545095920562744,0.0,nan,nan,nan,nan,nan
Round Arch Window,15,Ignore,20277555,9,27,7,42,21,2,30,0.75,0.5588235294117647,0.4843790531158447,0.47717785835266113,0.3333333333333333,nan,nan,nan,nan,nan
Round Arch Window,15,nnPU(pi=0.10),20277555,9,27,7,42,21,2,30,0.5333333333333333,0.10101010101010101,0.7430586814880371,0.17522235214710236,0.0,nan,nan,nan,nan,nan
Round Arch Window,15,nnPU(pi=0.25),20277555,9,27,7,42,21,2,30,0.43333333333333335,0.07886904761904762,0.8519378900527954,0.3934309780597687,0.047619047619047616,nan,nan,nan,nan,nan
Round Arch Window,15,nnPU(pi=0.50),20277555,9,27,7,42,21,2,30,0.38333333333333336,0.07393483709273183,0.9601835608482361,0.8248047828674316,0.0,nan,nan,nan,nan,nan
Round Arch Window,15,"SA-nnPU(pi=0.25,e>=0.10)",20277555,9,27,7,42,21,2,30,0.48333333333333334,0.08608058608058608,0.8914134502410889,0.41672661900520325,0.0,0.1,0.45197906747669303,0.762572773345826,0.8974713427311551,6.494387626647949
Round Arch Window,15,"SA-nnPU(pi=0.25,e>=0.20)",20277555,9,27,7,42,21,2,30,0.48333333333333334,0.08608058608058608,0.8914134502410889,0.41672661900520325,0.0,0.2,0.45197906747669303,0.762572773345826,0.8974713427311551,6.494387626647949
Round Arch Window,16,PN,20278564,9,27,7,42,21,2,30,0.6333333333333333,0.2121212121212121,0.47726792097091675,0.39107853174209595,0.0,nan,nan,nan,nan,nan
Round Arch Window,16,Ignore,20278564,9,27,7,42,21,2,30,0.6666666666666667,0.2976190476190476,0.4825897812843323,0.48859450221061707,0.23809523809523808,nan,nan,nan,nan,nan
Round Arch Window,16,nnPU(pi=0.10),20278564,9,27,7,42,21,2,30,0.5333333333333333,0.09545454545454546,0.821314811706543,0.22844301164150238,0.0,nan,nan,nan,nan,nan
Round Arch Window,16,nnPU(pi=0.25),20278564,9,27,7,42,21,2,30,0.43333333333333335,0.08166666666666667,0.8551199436187744,0.4508788287639618,0.0,nan,nan,nan,nan,nan
Round Arch Window,16,nnPU(pi=0.50),20278564,9,27,7,42,21,2,30,0.5833333333333334,0.11904761904761904,0.9713927507400513,0.8584628105163574,0.0,nan,nan,nan,nan,nan
Round Arch Window,16,"SA-nnPU(pi=0.25,e>=0.10)",20278564,9,27,7,42,21,2,30,0.45000000000000007,0.08333333333333333,0.8348938226699829,0.40878087282180786,0.0,0.1,0.4885500774328398,0.8067888405880305,0.9089598328326897,6.662858963012695
Round Arch Window,16,"SA-nnPU(pi=0.25,e>=0.20)",20278564,9,27,7,42,21,2,30,0.45000000000000007,0.08333333333333333,0.8348938226699829,0.40878087282180786,0.0,0.2,0.4885500774328398,0.8067888405880305,0.9089598328326897,6.662858963012695
Round Arch Window,17,PN,20279573,9,27,7,42,21,2,32,0.640625,0.54,0.5065804719924927,0.3656054437160492,0.0,nan,nan,nan,nan,nan
Round Arch Window,17,Ignore,20279573,9,27,7,42,21,2,32,0.625,0.5384615384615384,0.5058640241622925,0.454386442899704,0.0,nan,nan,nan,nan,nan
Round Arch Window,17,nnPU(pi=0.10),20279573,9,27,7,42,21,2,32,0.53125,0.10250000000000001,0.8180967569351196,0.22290915250778198,0.0,nan,nan,nan,nan,nan
Round Arch Window,17,nnPU(pi=0.25),20279573,9,27,7,42,21,2,32,0.46875,0.08391608391608392,0.8734151124954224,0.4456807076931,0.0,nan,nan,nan,nan,nan
Round Arch Window,17,nnPU(pi=0.50),20279573,9,27,7,42,21,2,32,0.28125,0.06020066889632107,0.9500330686569214,0.8218416571617126,0.0,nan,nan,nan,nan,nan
Round Arch Window,17,"SA-nnPU(pi=0.25,e>=0.10)",20279573,9,27,7,42,21,2,32,0.5,0.09401709401709402,0.8382670879364014,0.42320042848587036,0.0,0.1,0.4819955267207224,0.7763364033028292,0.9396140912093117,6.623889923095703
Round Arch Window,17,"SA-nnPU(pi=0.25,e>=0.20)",20279573,9,27,7,42,21,2,32,0.5,0.09401709401709402,0.8382670879364014,0.42320042848587036,0.0,0.2,0.4819955267207224,0.7763364033028292,0.9396140912093117,6.623889923095703
Round Arch Window,18,PN,20280582,9,27,7,42,21,2,32,0.390625,0.07142857142857142,0.4419252276420593,0.37581825256347656,0.0,nan,nan,nan,nan,nan
Round Arch Window,18,Ignore,20280582,9,27,7,42,21,2,32,0.421875,0.0754985754985755,0.4467322826385498,0.4584049582481384,0.09523809523809523,nan,nan,nan,nan,nan
Round Arch Window,18,nnPU(pi=0.10),20280582,9,27,7,42,21,2,32,0.375,0.06777777777777777,0.7816945314407349,0.2095140665769577,0.0,nan,nan,nan,nan,nan
Round Arch Window,18,nnPU(pi=0.25),20280582,9,27,7,42,21,2,32,0.25,0.05745341614906832,0.8164121508598328,0.42927438020706177,0.0,nan,nan,nan,nan,nan
Round Arch Window,18,nnPU(pi=0.50),20280582,9,27,7,42,21,2,32,0.21875,0.055714285714285716,0.9002191424369812,0.7502156496047974,0.0,nan,nan,nan,nan,nan
Round Arch Window,18,"SA-nnPU(pi=0.25,e>=0.10)",20280582,9,27,7,42,21,2,32,0.265625,0.05844155844155844,0.8189677000045776,0.44275033473968506,0.0,0.1,0.45713418599817746,0.8023078471551376,0.9132391144734743,6.563922882080078
Round Arch Window,18,"SA-nnPU(pi=0.25,e>=0.20)",20280582,9,27,7,42,21,2,32,0.265625,0.05844155844155844,0.8189677000045776,0.44275033473968506,0.0,0.2,0.45713418599817746,0.8023078471551376,0.9132391144734743,6.563922882080078
Round Arch Window,19,PN,20281591,9,27,7,42,21,2,35,0.4571428571428572,0.07125000000000001,0.4202575087547302,0.36347371339797974,0.0,nan,nan,nan,nan,nan
Round Arch Window,19,Ignore,20281591,9,27,7,42,21,2,35,0.5571428571428572,0.08893280632411067,0.45026078820228577,0.4533276855945587,0.09523809523809523,nan,nan,nan,nan,nan
Round Arch Window,19,nnPU(pi=0.10),20281591,9,27,7,42,21,2,35,0.34285714285714286,0.060833333333333336,0.5380148887634277,0.16967231035232544,0.0,nan,nan,nan,nan,nan
Round Arch Window,19,nnPU(pi=0.25),20281591,9,27,7,42,21,2,35,0.38571428571428573,0.06380952380952382,0.7988786697387695,0.43236255645751953,0.0,nan,nan,nan,nan,nan
Round Arch Window,19,nnPU(pi=0.50),20281591,9,27,7,42,21,2,35,0.4,0.06477732793522267,0.9436025619506836,0.8138609528541565,0.0,nan,nan,nan,nan,nan
Round Arch Window,19,"SA-nnPU(pi=0.25,e>=0.10)",20281591,9,27,7,42,21,2,35,0.37142857142857144,0.06227106227106227,0.8086065053939819,0.4519324004650116,0.0,0.1,0.4539423247993097,0.8044181009149853,0.9078431936398589,6.55909538269043
Round Arch Window,19,"SA-nnPU(pi=0.25,e>=0.20)",20281591,9,27,7,42,21,2,35,0.37142857142857144,0.06227106227106227,0.8086065053939819,0.4519324004650116,0.0,0.2,0.4539423247993097,0.8044181009149853,0.9078431936398589,6.55909538269043
Round Arch Window,20,PN,20282600,9,27,7,42,21,2,30,0.8666666666666667,0.26666666666666666,0.4985838234424591,0.3831983804702759,0.047619047619047616,nan,nan,nan,nan,nan
Round Arch Window,20,Ignore,20282600,9,27,7,42,21,2,30,0.8333333333333334,0.22619047619047616,0.48644810914993286,0.4758547246456146,0.09523809523809523,nan,nan,nan,nan,nan
Round Arch Window,20,nnPU(pi=0.10),20282600,9,27,7,42,21,2,30,0.5666666666666667,0.10238095238095238,0.7928727865219116,0.1360233575105667,0.047619047619047616,nan,nan,nan,nan,nan
Round Arch Window,20,nnPU(pi=0.25),20282600,9,27,7,42,21,2,30,0.5166666666666666,0.09215686274509804,0.8870739936828613,0.4081527292728424,0.047619047619047616,nan,nan,nan,nan,nan
Round Arch Window,20,nnPU(pi=0.50),20282600,9,27,7,42,21,2,30,0.5833333333333334,0.10818713450292397,0.9726970195770264,0.8468233942985535,0.0,nan,nan,nan,nan,nan
Round Arch Window,20,"SA-nnPU(pi=0.25,e>=0.10)",20282600,9,27,7,42,21,2,30,0.5333333333333333,0.09583333333333333,0.8961949348449707,0.4347895085811615,0.047619047619047616,0.1,0.4787478671926799,0.8423981349161918,0.9220759741570393,6.475534439086914
Round Arch Window,20,"SA-nnPU(pi=0.25,e>=0.20)",20282600,9,27,7,42,21,2,30,0.5333333333333333,0.09583333333333333,0.8961949348449707,0.4347895085811615,0.047619047619047616,0.2,0.4787478671926799,0.8423981349161918,0.9220759741570393,6.475534439086914
Round Arch Window,21,PN,20283609,9,27,7,42,21,2,33,0.6818181818181819,0.12222222222222222,0.5140965580940247,0.3829106390476227,0.0,nan,nan,nan,nan,nan
Round Arch Window,21,Ignore,20283609,9,27,7,42,21,2,33,0.7121212121212122,0.1380952380952381,0.5065872073173523,0.45109662413597107,0.09523809523809523,nan,nan,nan,nan,nan
Round Arch Window,21,nnPU(pi=0.10),20283609,9,27,7,42,21,2,33,0.5454545454545454,0.08888888888888888,0.9033170938491821,0.19228380918502808,0.0,nan,nan,nan,nan,nan
Round Arch Window,21,nnPU(pi=0.25),20283609,9,27,7,42,21,2,33,0.6060606060606061,0.10263157894736842,0.936478853225708,0.4136318862438202,0.0,nan,nan,nan,nan,nan
Round Arch Window,21,nnPU(pi=0.50),20283609,9,27,7,42,21,2,33,0.4545454545454546,0.07631578947368421,0.9659509062767029,0.8016735911369324,0.0,nan,nan,nan,nan,nan
Round Arch Window,21,"SA-nnPU(pi=0.25,e>=0.10)",20283609,9,27,7,42,21,2,33,0.6666666666666666,0.1213235294117647,0.9478926658630371,0.405581533908844,0.047619047619047616,0.1,0.45554030920227573,0.7829187628594548,0.9388783280739955,6.481849193572998
Round Arch Window,21,"SA-nnPU(pi=0.25,e>=0.20)",20283609,9,27,7,42,21,2,33,0.6666666666666666,0.1213235294117647,0.9478926658630371,0.405581533908844,0.047619047619047616,0.2,0.45554030920227573,0.7829187628594548,0.9388783280739955,6.481849193572998
Round Arch Window,22,PN,20284618,9,27,7,42,21,2,27,0.7592592592592592,0.24358974358974358,0.5000004172325134,0.38503679633140564,0.0,nan,nan,nan,nan,nan
Round Arch Window,22,Ignore,20284618,9,27,7,42,21,2,27,0.8703703703703705,0.30952380952380953,0.4922783076763153,0.47041597962379456,0.14285714285714285,nan,nan,nan,nan,nan
Round Arch Window,22,nnPU(pi=0.10),20284618,9,27,7,42,21,2,27,0.537037037037037,0.10818713450292397,0.8965509533882141,0.15139418840408325,0.047619047619047616,nan,nan,nan,nan,nan
Round Arch Window,22,nnPU(pi=0.25),20284618,9,27,7,42,21,2,27,0.5370370370370371,0.1125,0.9433895349502563,0.3984166979789734,0.047619047619047616,nan,nan,nan,nan,nan
Round Arch Window,22,nnPU(pi=0.50),20284618,9,27,7,42,21,2,27,0.2592592592592593,0.06798245614035087,0.9559152126312256,0.781157910823822,0.0,nan,nan,nan,nan,nan
Round Arch Window,22,"SA-nnPU(pi=0.25,e>=0.10)",20284618,9,27,7,42,21,2,27,0.5370370370370371,0.1125,0.9380252361297607,0.43073999881744385,0.047619047619047616,0.1,0.4919786407334793,0.7534085479813395,0.935386118296772,6.657893180847168
Round Arch Window,22,"SA-nnPU(pi=0.25,e>=0.20)",20284618,9,27,7,42,21,2,27,0.5370370370370371,0.1125,0.9380252361297607,0.43073999881744385,0.047619047619047616,0.2,0.4919786407334793,0.7534085479813395,0.935386118296772,6.657893180847168
Round Arch Window,23,PN,20285627,9,27,7,42,21,2,43,0.5348837209302326,0.06777777777777777,0.45421093702316284,0.3747478127479553,0.0,nan,nan,nan,nan,nan
Round Arch Window,23,Ignore,20285627,9,27,7,42,21,2,43,0.6046511627906976,0.08012820512820512,0.4619982838630676,0.4593108892440796,0.14285714285714285,nan,nan,nan,nan,nan
Round Arch Window,23,nnPU(pi=0.10),20285627,9,27,7,42,21,2,43,0.47674418604651164,0.06118881118881119,0.7816945314407349,0.2095140665769577,0.0,nan,nan,nan,nan,nan
Round Arch Window,23,nnPU(pi=0.25),20285627,9,27,7,42,21,2,43,0.4302325581395349,0.05654761904761904,0.8164121508598328,0.42927438020706177,0.0,nan,nan,nan,nan,nan
Round Arch Window,23,nnPU(pi=0.50),20285627,9,27,7,42,21,2,43,0.4069767441860465,0.054945054945054944,0.9002191424369812,0.7502156496047974,0.0,nan,nan,nan,nan,nan
